District,Market,Commodity,Min Price,Max Price
Parbhani,Parbhani,Wheat,24.0,27.5
Raigad,Alibagh,Rice,25.0,27.0
Raigad,Karjat(Raigad),Paddy,23.0,24.0
Raigad,Raigad,Rice,42.0,58.0
Raigad,Mangaon,Rice,19.0,48.0
Raigad,Murud,Rice,25.0,27.0
Raigad,Panvel,Beans,45.0,50.0
Raigad,Raigad,Bitter gourd,35.0,40.0
Raigad,Raigad,Bottle gourd,35.0,40.0
Raigad,Raigad,Cabbage,15.0,20.0
Raigad,Raigad,Carrot,30.0,40.0
Raigad,Raigad,Cauliflower,20.0,25.0
Raigad,Raigad,Cucumbar,30.0,35.0
Raigad,Raigad,Guar,70.0,80.0
Raigad,Raigad,Little gourd,55.0,60.0
Raigad,Raigad,Ridgeguard,35.0,40.0
Raigad,Raigad,Snakeguard,25.0,30.0
Raigad,Raigad,Tomato,15.0,20.0
Ratnagiri,Ratnagiri (Nachane),Beans,20.0,35.0
Ratnagiri,Ratnagiri,Bhindi,30.0,50.0
Ratnagiri,Ratnagiri,Bitter gourd,20.0,30.0
Ratnagiri,Ratnagiri,Brinjal,10.0,20.0
Ratnagiri,Ratnagiri,Cabbage,2.0,6.0
Ratnagiri,Ratnagiri,Chilly Capsicum,30.0,45.0
Ratnagiri,Ratnagiri,Green Chilli,50.0,80.0
Ratnagiri,Ratnagiri,Guar,40.0,60.0
Ratnagiri,Ratnagiri,Tomato,5.0,10.0
Satara,Karad,Beans,30.0,40.0
Satara,Satara,Bhindi,20.0,30.0
Satara,Satara,Bitter gourd,15.0,20.0
Satara,Satara,Bottle gourd,5.0,10.0
Satara,Satara,Brinjal,5.0,10.0
Satara,Satara,Cabbage,30.0,50.0
Satara,Satara,Cauliflower,5.0,10.0
Satara,Satara,Chilly Capsicum,20.0,25.0
Satara,Satara,Drumstick,10.0,20.0
Satara,Satara,Ginger,15.0,25.0
Satara,Satara,Green Chilli,30.0,60.0
Satara,Satara,Guar,30.0,40.0
Satara,Satara,Onion,10.0,18.0
Satara,Satara,Peas Wet,50.0,60.0
Satara,Satara,Ridgeguard,10.0,15.0
Satara,Satara,Snakeguard,8.0,10.0
Satara,Satara,Tomato,5.0,10.0
Satara,Vaduj,Bengal Gram,54.5,55.5
Satara,Satara,Jowar,34.25,35.0
Satara,Satara,Maize,23.5,24.5
Satara,Satara,Wheat,26.0,28.0
Satara,Vai,Bottle gourd,15.0,20.0
Satara,Satara,Cabbage,5.0,7.0
Satara,Satara,Cauliflower,8.0,12.0
Satara,Satara,Green Chilli,60.0,70.0
Satara,Satara,Guar,60.0,70.0
Satara,Satara,Potato,15.0,23.0
Satara,Satara,Tomato,8.0,15.0
Yavatmal,Jagdamba Agrocare,Cotton,65.0,74.0
Yavatmal,Kalamb,Arhar,69.5,70.1
Yavatmal,Yavatmal,Bengal Gram,53.0,53.6
Yavatmal,Yavatmal,Soyabean,32.75,37.5
Vashim,Karanja,Wheat,25.1,26.1
Vashim,Krushna Krishi Bazar,Arhar,67.0,73.0
Vashim,Vashim,Bengal Gram,51.0,53.0
Vashim,Vashim,Soyabean,37.5,41.0
Vashim,Risod,Arhar,68.5,72.5
Vashim,Vashim,Bengal Gram,54.4,55.95
Vashim,Vashim,Soyabean,37.1,40.9
Gondiya,Amgaon,Paddy,20.5,20.7
Gondiya,Goregaon,Paddy,23.0,23.0
Gondiya,Tiroda,Paddy,20.05,20.69
Hingoli,Basmat(Kurunda),Turmeric,109.0,138.0
Hingoli,Hingoli,Arhar,69.0,74.0
Hingoli,Hingoli,Bengal Gram,49.0,54.25
Hingoli,Hingoli,nan,55.0,56.1
Hingoli,Hingoli,Turmeric,115.0,141.0
Hingoli,Sengoan,Arhar,66.0,70.0
Hingoli,Hingoli,Bengal Gram,49.0,53.0
Hingoli,Hingoli,Soyabean,36.0,40.0
Hingoli,Hingoli,Turmeric,105.0,126.55
